# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_15	ncRNA	13926	14019	-	JJLLKI_03952	AaHKsRNA22	Aggregatibacter sRNA 22	RFAM:RF02902, SO:0000655
contig_15	cds	14086	15615	+	JJLLKI_03953	nuoM	NADH-quinone oxidoreductase subunit M	COG:C, COG:COG1008, EC:1.6.5.9, EC:7.1.1.-, GO:0005886, GO:0008137, GO:0009060, GO:0015990, GO:0016020, GO:0022904, GO:0030964, GO:0042773, GO:0045271, GO:0048039, KEGG:K00342, RefSeq:WP_001581249.1, SO:0001217, UniParc:UPI000230A907, UniRef:UniRef100_A0A5W9FDK0, UniRef:UniRef50_P0AFE8, UniRef:UniRef90_P0AFE8
contig_15	cds	15622	17079	+	JJLLKI_03954	nuoN	NADH-quinone oxidoreductase subunit NuoN	COG:C, COG:COG1007, EC:7.1.1.-, EC:7.1.1.2, GO:0005886, GO:0008137, GO:0042773, GO:0048038, GO:0050136, RefSeq:WP_000156669.1, SO:0001217, UniParc:UPI0000DE2001, UniRef:UniRef100_B4TBI2, UniRef:UniRef50_P0AFF0, UniRef:UniRef90_P0AFF0
contig_15	cds	17220	18224	-	JJLLKI_03955		Chemotaxis signal transduction protein	RefSeq:WP_000368554.1, SO:0001217, UniParc:UPI000048EACA, UniRef:UniRef100_A0A5I8PP94, UniRef:UniRef50_A0A0U5L3J3, UniRef:UniRef90_Q8ZNE6
contig_15	cds	18290	19207	-	JJLLKI_03956	rbn	ribonuclease BN	BlastRules:WP_000419093, EC:3.1.-.-, GO:0004527, GO:0008270, GO:0016891, GO:0042780, GO:0042781, KEGG:K00784, RefSeq:WP_000419093.1, SO:0001217, UniParc:UPI0000059B6A, UniRef:UniRef100_P60195, UniRef:UniRef50_P0A8V0, UniRef:UniRef90_P60195
contig_15	cds	19268	19729	+	JJLLKI_03957		GNAT family N-acetyltransferase	EC:2.3.1.-, KEGG:K02348, RefSeq:WP_000568155.1, SO:0001217, UniParc:UPI0000059B6B, UniRef:UniRef100_Q7CQ54, UniRef:UniRef50_P0AEH3, UniRef:UniRef90_A9MJB3
contig_15	cds	19784	20089	+	JJLLKI_03958	elaB	stress response protein ElaB	RefSeq:WP_001522308.1, SO:0001217, UniParc:UPI00004F7E29, UniRef:UniRef100_Q7CQ55, UniRef:UniRef50_P0AEH5, UniRef:UniRef90_A9MJB4
contig_15	cds	20190	21485	+	JJLLKI_03959	menF	isochorismate synthase MenF	EC:5.4.4.2, GO:0008909, RefSeq:WP_000555674.1, SO:0001217, UniParc:UPI00000D75BA, UniRef:UniRef100_Q8ZNE7, UniRef:UniRef50_A0A085G950, UniRef:UniRef90_A0A447R1B6
contig_15	cds	21571	23241	+	JJLLKI_03960	menD	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase	COG:COG1165, COG:H, EC:2.2.1.9, GO:0000287, GO:0009234, GO:0030145, GO:0030976, GO:0070204, KEGG:K02551, RefSeq:WP_000116382.1, SO:0001217, UniParc:UPI000160477C, UniRef:UniRef100_A9N5A2, UniRef:UniRef50_P17109, UniRef:UniRef90_P17109
contig_15	cds	23238	23996	+	JJLLKI_03961	menH	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase	EC:4.2.99.20, GO:0009234, GO:0070205, RefSeq:WP_001581242.1, SO:0001217, UniParc:UPI000230A906, UniRef:UniRef100_A0A3V4LE89, UniRef:UniRef50_P37355, UniRef:UniRef90_Q8ZNE9
contig_15	cds	24011	24868	+	JJLLKI_03962	menB	1,4-dihydroxy-2-naphthoyl-CoA synthase	COG:COG0447, COG:H, EC:4.1.3.36, GO:0005829, GO:0008935, GO:0009234, KEGG:K01661, RefSeq:WP_000640013.1, SO:0001217, UniParc:UPI0000059B70, UniRef:UniRef100_Q7CQ56, UniRef:UniRef50_Q7CQ56, UniRef:UniRef90_Q7CQ56
contig_15	cds	24868	25830	+	JJLLKI_03963	menC	o-succinylbenzoate synthase	EC:4.2.1.113, GO:0000287, GO:0009234, GO:0016836, GO:0043748, KEGG:K02549, RefSeq:WP_001255561.1, SO:0001217, UniParc:UPI000012EEED, UniRef:UniRef100_P58486, UniRef:UniRef50_P58486, UniRef:UniRef90_P58486
contig_15	cds	25827	27194	+	JJLLKI_03964	menE	o-succinylbenzoate--CoA ligase	EC:6.2.1.26, GO:0005524, GO:0008756, GO:0009234, RefSeq:WP_000144676.1, SO:0001217, UniParc:UPI0002BB2398, UniRef:UniRef100_A0A630KZR2, UniRef:UniRef50_P37353, UniRef:UniRef90_P37418
contig_15	cds	27292	27549	+	JJLLKI_03965	pmrD	signal transduction protein PmrD	GO:0046677, KEGG:K19238, RefSeq:WP_000455132.1, SO:0001217, UniParc:UPI0000131CFC, UniRef:UniRef100_P37589, UniRef:UniRef50_P37589, UniRef:UniRef90_P37589
contig_15	cds	27544	27921	-	JJLLKI_03966	arnF	4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF	GO:0005886, GO:0009103, GO:0009245, GO:0022857, GO:0055085, GO:1901505, KEGG:K12963, RefSeq:WP_077464442.1, SO:0001217, UniParc:UPI000312267C, UniRef:UniRef100_A0A5I4U1J8, UniRef:UniRef50_P76474, UniRef:UniRef90_Q8ZNF0
contig_15	cds	27921	28256	-	JJLLKI_03967	arnE	4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE	GO:0005886, GO:0009103, GO:0009245, GO:0022857, GO:0055085, GO:1901505, RefSeq:WP_000579484.1, SO:0001217, UniParc:UPI000016E306, UniRef:UniRef100_B4TBG9, UniRef:UniRef50_O52328, UniRef:UniRef90_O52328
contig_15	cds	28253	29899	-	JJLLKI_03968	arnT	lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase	EC:2.4.2.43, GO:0000030, GO:0005886, GO:0006493, GO:0009103, GO:0009245, GO:0010041, GO:0016020, GO:0016763, GO:0103015, KEGG:K07264, RefSeq:WP_001581234.1, SO:0001217, UniParc:UPI000230A481, UniRef:UniRef100_A0A5W9FD33, UniRef:UniRef50_O52327, UniRef:UniRef90_O52327
contig_15	cds	29896	30795	-	JJLLKI_03969	arnD	4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase	EC:3.5.1.n3, GO:0009103, GO:0009245, GO:0016020, GO:0016810, GO:0016811, GO:0036108, GO:0046677, KEGG:K13014, RefSeq:WP_000169760.1, SO:0001217, UniParc:UPI00016A20E9, UniRef:UniRef100_A0A5W3GIW3, UniRef:UniRef50_P76472, UniRef:UniRef90_O52326
contig_15	cds	30792	32774	-	JJLLKI_03970	arnA	bifunctional UDP-4-amino-4-deoxy-L-arabinose formyltransferase/UDP-glucuronic acid oxidase ArnA	EC:1.1.1.305, EC:2.1.2.13, GO:0009058, GO:0009103, GO:0009245, GO:0016020, GO:0016742, GO:0016831, GO:0046677, GO:0099618, GO:0099619, KEGG:K10011, RefSeq:WP_001581232.1, SO:0001217, UniParc:UPI000230A480, UniRef:UniRef100_A0A6C8GKW1, UniRef:UniRef50_P77398, UniRef:UniRef90_O52325
contig_15	cds	32771	33754	-	JJLLKI_03971	arnC	undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase	EC:2.4.2.53, GO:0005886, GO:0009103, GO:0009245, GO:0016780, GO:0036108, GO:0046677, GO:0099621, KEGG:K10012, RefSeq:WP_000458893.1, SO:0001217, UniParc:UPI00000D5DBC, UniRef:UniRef100_O52324, UniRef:UniRef50_P77757, UniRef:UniRef90_O52324
contig_15	cds	33757	34896	-	JJLLKI_03972	arnB	UDP-4-amino-4-deoxy-L-arabinose aminotransferase	EC:2.6.1.87, GO:0008483, GO:0009103, GO:0009245, GO:0016020, GO:0030170, GO:0046677, GO:0099620, RefSeq:WP_001581231.1, SO:0001217, UniParc:UPI000230A47F, UniRef:UniRef100_A0A5V8GYN0, UniRef:UniRef50_Q8ZNF3, UniRef:UniRef90_Q8ZNF3
contig_15	cds	35195	35800	+	JJLLKI_03973	pmrG	lipopolysaccharide core heptose(II)-phosphate phosphatase	BlastRules:WP_000879248, EC:3.1.3.-, GO:0008653, GO:0016791, GO:0042597, RefSeq:WP_077464444.1, SO:0001217, UniParc:UPI000984CD34, UniRef:UniRef100_A0A3Z3KAD6, UniRef:UniRef50_Q8ZNF4, UniRef:UniRef90_Q8ZNF4
contig_15	cds	35845	36270	-	JJLLKI_03974	nudI	nucleoside triphosphatase NudI	EC:3.6.1.12, EC:3.6.1.23, EC:3.6.1.9, GO:0000287, GO:0004170, GO:0005737, GO:0016818, GO:0036218, GO:0047840, GO:0106379, RefSeq:WP_001249902.1, SO:0001217, UniParc:UPI0000059B7C, UniRef:UniRef100_B5R268, UniRef:UniRef50_Q8ZNF5, UniRef:UniRef90_Q8ZNF5
contig_15	cds	36525	37091	+	JJLLKI_03975		Porin	SO:0001217, UniParc:UPI0001F5CD6A, UniRef:UniRef100_Q8ZNF6, UniRef:UniRef50_P76471, UniRef:UniRef90_A9MJC9
contig_15	cds	37206	38402	+	JJLLKI_03976	yfaY	nicotinamide mononucleotide deamidase-related protein YfaY	RefSeq:WP_063814056.1, SO:0001217, UniParc:UPI0007C6F08C, UniRef:UniRef100_A0A708CQ81, UniRef:UniRef50_P77808, UniRef:UniRef90_A0A379Q6N8
contig_15	cds	38512	39534	-	JJLLKI_03977	sseL	SPI-2 type III secretion system effector deubiquitinase SseL	BlastRules:WP_001017745, BlastRules:WP_014343870, EC:3.4.22.-, GO:0005576, GO:0006508, GO:0008234, GO:0030430, KEGG:K18015, RefSeq:WP_001581221.1, SO:0001217, UniParc:UPI000230A47A, UniRef:UniRef100_A0A5I4U091, UniRef:UniRef50_Q8ZNG2, UniRef:UniRef90_Q57M66
contig_15	ncRNA	39678	39957	+	JJLLKI_03978	isrH	isrH Hfq binding RNA	RFAM:RF01391, SO:0000655
contig_15	cds	39960	41150	-	JJLLKI_03979	glpC	anaerobic glycerol-3-phosphate dehydrogenase subunit GlpC	EC:1.1.5.3, GO:0004368, GO:0006071, GO:0009061, GO:0009331, GO:0016020, GO:0051536, KEGG:K00113, RefSeq:WP_001285724.1, SO:0001217, UniParc:UPI0001604842, UniRef:UniRef100_A0A3Z3HYS4, UniRef:UniRef50_P0A996, UniRef:UniRef90_A0A3Z3HYS4
contig_15	cds	41147	42406	-	JJLLKI_03980	glpB	glycerol-3-phosphate dehydrogenase subunit GlpB	EC:1.1.5.3, GO:0004368, GO:0005886, GO:0009331, GO:0019563, KEGG:K00112, RefSeq:WP_000667152.1, SO:0001217, UniParc:UPI000169FC6A, UniRef:UniRef100_B4TPG8, UniRef:UniRef50_Q8ZNG4, UniRef:UniRef90_Q8ZNG4
contig_15	cds	42396	44024	-	JJLLKI_03981	glpA	anaerobic glycerol-3-phosphate dehydrogenase subunit A	COG:C, COG:COG0578, EC:1.1.5.3, GO:0004368, GO:0005886, GO:0006072, GO:0009331, GO:0010181, GO:0019563, GO:0046168, GO:0046174, GO:0050660, KEGG:K00111, RefSeq:WP_000857205.1, SO:0001217, UniParc:UPI0001604844, UniRef:UniRef100_A0A637D629, UniRef:UniRef50_P0A9C0, UniRef:UniRef90_P0A9C0
contig_15	cds	44297	45655	+	JJLLKI_03982	glpT	glycerol-3-phosphate transporter	COG:COG2271, COG:G, GO:0005886, GO:0006071, GO:0015169, GO:0015315, GO:0015527, GO:0015760, GO:0015793, GO:0015794, GO:0016020, GO:0035435, GO:0061513, KEGG:K02445, RefSeq:WP_000948739.1, SO:0001217, UniParc:UPI00000CD1F5, UniRef:UniRef100_Q8ZNG6, UniRef:UniRef50_P08194, UniRef:UniRef90_P08194
contig_15	cds	45660	46730	+	JJLLKI_03983	glpQ	glycerophosphodiester phosphodiesterase	EC:3.1.4.46, GO:0006629, GO:0008081, KEGG:K01126, RefSeq:WP_000858952.1, SO:0001217, UniParc:UPI00000CD1F4, UniRef:UniRef100_Q8ZNG7, UniRef:UniRef50_Q06282, UniRef:UniRef90_Q8ZNG7
contig_15	cds	46846	47724	-	JJLLKI_03984		HTH lysR-type domain-containing protein	RefSeq:WP_000176719.1, SO:0001217, UniParc:UPI00000CD1F3, UniRef:UniRef100_Q8ZNG8, UniRef:UniRef50_A0A1M0D660, UniRef:UniRef90_A9MJX8
contig_15	cds	47859	49076	+	JJLLKI_03985		Major facilitator superfamily (MFS) profile domain-containing protein	SO:0001217, UniParc:UPI000230878E, UniRef:UniRef100_A0A8D4XVT4, UniRef:UniRef50_A9MJX9, UniRef:UniRef90_A9MJX9
contig_15	cds	49078	49332	-	JJLLKI_03986	yfaE	ferredoxin-like diferric-tyrosyl radical cofactor maintenance protein YfaE	BlastRules:WP_000135040, COG:C, COG:COG0633, GO:0051537, RefSeq:WP_000533921.1, SO:0001217, UniParc:UPI0000059B8D, UniRef:UniRef100_Q7CQ59, UniRef:UniRef50_P0ABW3, UniRef:UniRef90_A0A2X3E6Y5
contig_15	cds	49332	50462	-	JJLLKI_03987	nrdB	class Ia ribonucleoside-diphosphate reductase subunit beta	COG:COG0208, COG:F, EC:1.17.4.1, GO:0004748, GO:0009263, GO:0016491, GO:0046872, RefSeq:WP_023198051.1, SO:0001217, UniParc:UPI0003BD1C64, UniRef:UniRef100_A0A5H9YB20, UniRef:UniRef50_P69924, UniRef:UniRef90_P69924
contig_15	cds	50575	52860	-	JJLLKI_03988	nrdA	class 1a ribonucleoside-diphosphate reductase subunit alpha	COG:COG0209, COG:F, EC:1.17.4.1, GO:0004748, GO:0005524, GO:0005829, GO:0005971, GO:0006260, GO:0009185, GO:0009263, GO:0009265, GO:0015949, GO:0042802, GO:0044183, RefSeq:WP_001076487.1, SO:0001217, UniParc:UPI000013396C, UniRef:UniRef100_P37426, UniRef:UniRef50_P00452, UniRef:UniRef90_P00452
contig_15	cds	53216	53944	-	JJLLKI_03989	ubiG	bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG	EC:2.1.1.222, EC:2.1.1.64, GO:0006744, GO:0008168, GO:0010420, GO:0032259, GO:0061542, GO:0102208, KEGG:K00568, RefSeq:WP_001091009.1, SO:0001217, UniParc:UPI00001379A9, UniRef:UniRef100_P37431, UniRef:UniRef50_P17993, UniRef:UniRef90_P37431
contig_15	cds	54027	54911	-	JJLLKI_03990	gntR	GntR family regulatory protein	RefSeq:WP_077464446.1, SO:0001217, UniParc:UPI00039CCD17, UniRef:UniRef100_A0A5T7TGY0, UniRef:UniRef50_A0A655EM41, UniRef:UniRef90_A0A655EM41
contig_15	cds	54961	56286	+	JJLLKI_03991		Permease	RefSeq:WP_000098078.1, SO:0001217, UniParc:UPI00000CD1F1, UniRef:UniRef100_Q8ZNH0, UniRef:UniRef50_A0A7D8EKC4, UniRef:UniRef90_A0A379UUY3
contig_15	cds	56301	57503	+	JJLLKI_03992		MR-MLE family protein	RefSeq:WP_000705581.1, SO:0001217, UniParc:UPI000169FC70, UniRef:UniRef100_A0A5V8FT29, UniRef:UniRef50_R9M212, UniRef:UniRef90_A0A7D8EMR3
contig_15	cds	57913	60549	+	JJLLKI_03993	gyrA	DNA gyrase subunit A GyrA	COG:COG0188, COG:L, EC:5.6.2.2, GO:0003677, GO:0003916, GO:0003918, GO:0005524, GO:0005694, GO:0005737, GO:0006261, GO:0006265, GO:0009330, GO:0034335, GO:0046677, KEGG:K02469, RefSeq:WP_001281271.1, SO:0001217, UniParc:UPI000012BE99, UniRef:UniRef100_P37411, UniRef:UniRef50_P0AES4, UniRef:UniRef90_P0AES4
contig_15	cds	60667	63513	+	JJLLKI_03994	rcsC	two-component system sensor histidine kinase RcsC	EC:2.7.13.3, GO:0000155, GO:0000160, GO:0005524, GO:0005886, GO:0006355, GO:0016020, GO:0018106, KEGG:K07677, RefSeq:WP_000876081.1, SO:0001217, UniParc:UPI000169FEDA, UniRef:UniRef100_A0A1U7FVV2, UniRef:UniRef50_P0DMC5, UniRef:UniRef90_P58662
contig_15	cds	63616	64266	-	JJLLKI_03995	rcsB	transcriptional regulator RcsB	COG:COG2197, COG:TK, GO:0000160, GO:0003677, GO:0006355, KEGG:K07687, RefSeq:WP_001061919.1, SO:0001217, UniParc:UPI0000133481, UniRef:UniRef100_P58663, UniRef:UniRef50_P0DMC8, UniRef:UniRef90_P0DMC8, VFDB:VFC0301, VFDB:VFG049018
contig_15	cds	64283	66952	-	JJLLKI_03996	rcsD	phosphotransferase RcsD	EC:2.7.13.3, EC:2.7.2.-, GO:0000160, GO:0005886, GO:0009927, KEGG:K07676, RefSeq:WP_000083201.1, SO:0001217, UniParc:UPI00000CD1EF, UniRef:UniRef100_Q8ZNH2, UniRef:UniRef50_P39838, UniRef:UniRef90_Q8ZNH2
contig_15	ncRNA	67255	67348	-	JJLLKI_03997	micF	MicF RNA	RFAM:RF00033, SO:0000655
contig_15	cds	67681	68817	+	JJLLKI_03998	ompC	Outer membrane porin C	GO:0009279, GO:0015288, GO:0034220, GO:0046930, RefSeq:WP_052932177.1, SO:0001217, UniParc:UPI0006996C1F, UniRef:UniRef100_A0A3U4MVB8, UniRef:UniRef50_P02931, UniRef:UniRef90_P0A263
contig_15	cds	68932	69984	+	JJLLKI_03999	apbE	FAD:protein FMN transferase ApbE	EC:2.7.1.180, GO:0005886, GO:0016740, GO:0017013, GO:0046872, KEGG:K03734, RefSeq:WP_023138042.1, SO:0001217, UniParc:UPI0003BB29EE, UniRef:UniRef100_A0A5Z2TMM7, UniRef:UniRef50_P0AB85, UniRef:UniRef90_P41780
contig_15	cds	70068	71126	+	JJLLKI_04000	ada	bifunctional DNA-binding transcriptional regulator/O6-methylguanine-DNA methyltransferase Ada	EC:2.1.1.-, GO:0003700, GO:0003908, GO:0006281, GO:0006355, GO:0008270, GO:0032259, GO:0043565, SO:0001217, UniRef:UniRef50_P26189, UniRef:UniRef90_P26189
contig_15	cds	71129	71779	+	JJLLKI_04001	alkB	DNA oxidative demethylase AlkB	EC:1.14.11.33, GO:0005737, GO:0006307, GO:0008198, GO:0035513, GO:0035515, GO:0035516, GO:0042245, KEGG:K03919, RefSeq:WP_001578204.1, SO:0001217, UniParc:UPI00023082D9, UniRef:UniRef100_A0A6C8GQF4, UniRef:UniRef50_P37462, UniRef:UniRef90_P37462
contig_15	cds	71855	73498	+	JJLLKI_04002	yojI	multidrug ABC transporter permease/ATP-binding protein	GO:0005524, GO:0015833, GO:0016020, GO:0016887, GO:0042626, GO:0042884, GO:0043190, GO:0046677, GO:0140359, GO:1904680, KEGG:K06159, RefSeq:WP_000421589.1, SO:0001217, UniParc:UPI00004F7E09, UniRef:UniRef100_A0A3U7XQY4, UniRef:UniRef50_P33941, UniRef:UniRef90_P33941
contig_15	cds	73707	74213	-	JJLLKI_04003	eco	serine protease inhibitor ecotin	GO:0004867, GO:0042597, KEGG:K08276, SO:0001217, UniParc:UPI00017C0DD8, UniRef:UniRef100_A0A6C8GRC9, UniRef:UniRef50_Q8ZNH4, UniRef:UniRef90_Q8ZNH4
contig_15	cds	74372	74503	-	JJLLKI_04004		Cytoplasmic protein	SO:0001217, UniParc:UPI000169F98B, UniRef:UniRef100_A0A455RSC9, UniRef:UniRef50_B5EYU7, UniRef:UniRef90_B5EYU7
contig_15	cds	74615	75106	+	JJLLKI_04005	napF	ferredoxin-type protein NapF	GO:0051539, RefSeq:WP_045901325.1, SO:0001217, UniParc:UPI000302A78A, UniRef:UniRef100_G5LR58, UniRef:UniRef50_P0AAL0, UniRef:UniRef90_Q8ZNH5
contig_15	cds	75096	75359	+	JJLLKI_04006	dnaA	chromosomal replication initiator protein DnaA	GO:0003677, GO:0003688, GO:0005524, GO:0006270, GO:0006275, RefSeq:WP_001260058.1, SO:0001217, UniParc:UPI0000059B9E, UniRef:UniRef100_Q7CQ60, UniRef:UniRef50_Q82Y84, UniRef:UniRef90_Q7CQ60
contig_15	cds	75356	77842	+	JJLLKI_04007	napA	nitrate reductase catalytic subunit NapA	COG:C, COG:COG0243, EC:1.9.6.1, GO:0005506, GO:0006777, GO:0008940, GO:0009055, GO:0009325, GO:0016020, GO:0030151, GO:0042128, GO:0042597, GO:0043546, GO:0045333, GO:0050140, GO:0051539, RefSeq:WP_000778097.1, SO:0001217, UniParc:UPI00000CD1EB, UniRef:UniRef100_Q8ZNH6, UniRef:UniRef50_P33937, UniRef:UniRef90_P33937
contig_15	cds	77849	78544	+	JJLLKI_04008	napG	ferredoxin-type protein NapG	EC:7.1.1.-, RefSeq:WP_000091679.1, SO:0001217, UniParc:UPI0000059BA0, UniRef:UniRef100_A0A5V6NAQ4, UniRef:UniRef50_P0AAL3, UniRef:UniRef90_A8AE12
contig_15	cds	78531	79400	+	JJLLKI_04009	napH	quinol dehydrogenase ferredoxin subunit NapH	EC:7.1.1.-, RefSeq:WP_000013528.1, SO:0001217, UniParc:UPI0000059BA1, UniRef:UniRef100_A0A603N945, UniRef:UniRef50_P33934, UniRef:UniRef90_A9MJZ8
contig_15	cds	79516	79965	+	JJLLKI_04010	napB	nitrate reductase cytochrome c-type subunit	EC:1.9.6.1, RefSeq:WP_000835182.1, SO:0001217, UniParc:UPI0000059BA2, UniRef:UniRef100_Q7CQ61, UniRef:UniRef50_A0A089PI84, UniRef:UniRef90_A0A379T8D1
contig_15	cds	79975	80577	+	JJLLKI_04011	napC	cytochrome c-type protein NapC	EC:7.1.1.-, RefSeq:WP_000431778.1, SO:0001217, UniParc:UPI00000CD1E8, UniRef:UniRef100_Q8ZNH9, UniRef:UniRef50_A0A377QAH5, UniRef:UniRef90_Q8ZNH9
contig_16	cds	125	829	+	JJLLKI_04012		HTH gntR-type domain-containing protein	KEGG:K19776, RefSeq:WP_001131144.1, SO:0001217, UniParc:UPI000005A66A, UniRef:UniRef100_A0A617VU23, UniRef:UniRef50_P31475, UniRef:UniRef90_A9MJP4
contig_16	cds	841	2268	+	JJLLKI_04013	proP	Major facilitator superfamily protein	COG:COG0477, COG:GEPR, RefSeq:WP_000202072.1, SO:0001217, UniParc:UPI000169F175, UniRef:UniRef100_A0A5X0DT70, UniRef:UniRef50_A0A3S4M857, UniRef:UniRef90_A0A3S4M857
contig_16	cds	2234	3223	-	JJLLKI_04014	rbsR	ribose operon transcriptional repressor RbsR	GO:0003677, GO:0006355, SO:0001217, UniParc:UPI00004F81C7, UniRef:UniRef100_A0A3Z3I1X6, UniRef:UniRef50_P0ACQ0, UniRef:UniRef90_A0A3Z7Q1Y1
contig_16	cds	3236	4165	-	JJLLKI_04015	rbsK	ribokinase	EC:2.7.1.15, GO:0004747, GO:0006014, KEGG:K00852, RefSeq:WP_000844730.1, SO:0001217, UniParc:UPI000048F1D1, UniRef:UniRef100_A0A637D534, UniRef:UniRef50_P0A9J6, UniRef:UniRef90_A0A2I5HN84
contig_16	cds	4298	5188	-	JJLLKI_04016	rbsB	ribose ABC transporter substrate-binding protein RbsB	GO:0030246, GO:0042597, RefSeq:WP_001056260.1, SO:0001217, UniParc:UPI000005A66D, UniRef:UniRef100_P0A2C5, UniRef:UniRef50_P02925, UniRef:UniRef90_P0A2C5
contig_16	cds	5213	6178	-	JJLLKI_04017	rbsC	ribose ABC transporter permease	COG:COG1172, COG:G, GO:0016020, GO:0022857, GO:0055085, RefSeq:WP_000211345.1, SO:0001217, UniParc:UPI000005A66E, UniRef:UniRef100_Q7CPD9, UniRef:UniRef50_A0A707EIS5, UniRef:UniRef90_A8ACQ6
contig_16	cds	6184	7689	-	JJLLKI_04018	rbsA	ribose ABC transporter ATP-binding protein RbsA	COG:COG1129, COG:G, EC:7.5.2.7, GO:0005524, GO:0005886, GO:0015611, GO:0016887, RefSeq:WP_000339366.1, SO:0001217, UniParc:UPI0000E82641, UniRef:UniRef100_Q57HW1, UniRef:UniRef50_P04983, UniRef:UniRef90_P04983
contig_16	cds	7697	8116	-	JJLLKI_04019		D-ribose pyranase	RefSeq:WP_000715944.1, SO:0001217, UniParc:UPI00000CD501, UniRef:UniRef100_Q8ZKW0, UniRef:UniRef90_Q8ZKW0
contig_16	cds	8333	10201	-	JJLLKI_04020	kup	low affinity potassium transporter Kup	COG:COG3158, COG:P, GO:0005886, GO:0015079, GO:0015293, GO:0016020, KEGG:K03549, RefSeq:WP_001583554.1, SO:0001217, UniParc:UPI0002306614, UniRef:UniRef100_A0A3Z6KG12, UniRef:UniRef50_P63183, UniRef:UniRef90_P63183
contig_16	cds	10549	12045	+	JJLLKI_04021	ravA	ATPase RavA	EC:3.6.1.15, EC:3.6.3.-, GO:0005524, GO:0005737, GO:0016887, RefSeq:WP_077463641.1, SO:0001217, UniParc:UPI00098470B3, UniRef:UniRef100_A0A5H9YDC1, UniRef:UniRef50_P31473, UniRef:UniRef90_Q57HW4
contig_16	cds	12039	13490	+	JJLLKI_04022	viaA	ATPase RavA stimulator ViaA	GO:0005829, RefSeq:WP_077463643.1, SO:0001217, UniParc:UPI0009859E28, UniRef:UniRef100_A0A3Z3KBM8, UniRef:UniRef50_Q8ZKW3, UniRef:UniRef90_Q8ZKW3
contig_16	cds	13495	14487	-	JJLLKI_04023	asnA	aspartate--ammonia ligase	COG:COG2502, COG:E, EC:6.3.1.1, GO:0004071, GO:0005524, GO:0005737, GO:0005829, GO:0006529, GO:0070981, KEGG:K01914, RefSeq:WP_023240972.1, SO:0001217, UniParc:UPI0003BCC8A4, UniRef:UniRef100_A0A3U8QZT4, UniRef:UniRef50_P00963, UniRef:UniRef90_P00963
contig_16	cds	14638	15096	+	JJLLKI_04024	asnC	transcriptional regulator AsnC	COG:COG1522, COG:K, GO:0043565, RefSeq:WP_000433018.1, SO:0001217, UniParc:UPI00000CD4FD, UniRef:UniRef100_Q8ZKW5, UniRef:UniRef50_P0ACI6, UniRef:UniRef90_A8ACP9
contig_16	cds	15186	15629	+	JJLLKI_04025	mioC	FMN-binding protein MioC	GO:0010181, RefSeq:WP_000763722.1, SO:0001217, UniParc:UPI000005A676, UniRef:UniRef100_Q7CPE0, UniRef:UniRef50_P03817, UniRef:UniRef90_A9MJQ8
contig_16	oriC	15633	16007	?			origin of replication	
contig_16	cds	16008	17897	+	JJLLKI_04026	mnmG	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	COG:COG0445, COG:J, GO:0002098, GO:0005829, GO:0008033, GO:0030488, GO:0050660, KEGG:K03495, RefSeq:WP_000499872.1, SO:0001217, UniParc:UPI000012B451, UniRef:UniRef100_Q8ZKW6, UniRef:UniRef50_P0A6U3, UniRef:UniRef90_P0A6U3
contig_16	cds	18000	18623	+	JJLLKI_04027	rsmG	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	EC:2.1.1.170, GO:0005829, GO:0008168, GO:0031167, GO:0046118, GO:0070043, KEGG:K03501, RefSeq:WP_001519938.1, SO:0001217, UniParc:UPI000005A678, UniRef:UniRef100_P64237, UniRef:UniRef50_P0A6U5, UniRef:UniRef90_P64237
contig_16	cds	19239	19619	+	JJLLKI_04028	atpI	F0F1 ATP synthase subunit I	COG:C, COG:COG3312, EC:7.1.2.2, GO:0005886, GO:0045263, GO:1902600, RefSeq:WP_000116685.1, SO:0001217, UniParc:UPI00000CD4FC, UniRef:UniRef100_Q8ZKW7, UniRef:UniRef50_P0ABC0, UniRef:UniRef90_P0ABC0
